Feature 1,Feature 2,Target
-0.16400476196119962,-0.4445763289045623,1
-0.3873590584966881,0.41330514587779443,1
-0.4456656019518197,0.8188668113511284,0
0.39248699171639806,0.34901147562543,1
0.4495630230854252,-0.13095390798298423,1
0.8916119879347697,-0.5466622557221698,0
0.9643842455624952,0.4282335394060861,0
0.162305404391064,0.3930988032035862,1
0.1006359005437716,-0.4427226642825695,1
0.9035896210195061,0.39681164727377866,0
0.463173122101989,0.13303311624478567,1
0.07810445895608478,0.46422538307751854,1
-0.34902004748131377,0.31553734908548564,1
-0.7105114531913025,-0.7894279110067116,0
-0.2707462173405094,-0.3056147722309031,1
0.5400700240700463,-0.07692153032575663,1
-0.2745952483723082,0.4279185375991127,1
-0.5780900870414063,0.8265268172777119,0
-0.3873064364908576,-0.2458087786686073,1
-0.9005618151096346,-0.11357109500096464,0
-0.349513148495615,0.950019990610875,0
0.4827935977953317,-0.07619486281136795,1
0.48325802521297856,0.08834589556260225,1
-0.10154384425221344,0.5076033503780895,1
-0.4293546219756248,-0.20966305428750653,1
-0.3553874949626892,0.35239605154266834,1
0.47208298638756646,-0.19023653736350432,1
-0.5900067162531043,0.03869953630862016,1
0.9775007860585443,0.2245324553756947,0
0.3135236181664217,0.32047291180713033,1
0.10975642446221104,-0.4359412013867774,1
-0.7919675361280508,-0.5743072681570874,0
-1.0033202632911127,-0.30683616869392416,0
-0.4722169592788453,-0.3238135194150373,1
-0.521290648413986,0.1988934607935757,1
-0.9394588394959638,-0.42210509124903683,0
-0.6980422335677149,-0.6856864986701716,0
-0.9272085986586427,-0.37234934707510525,0
-0.5144731738000874,0.10133759243748292,1
0.05922407947388261,-0.9172911940040509,0
-0.062429669964838765,0.4722081907288821,1
-0.6772445804887419,0.6775428409593868,0
0.1451711459572333,-0.4598751798052374,1
-0.11605418458178254,0.4755635836203096,1
0.08640836793105179,0.516653870042187,1
0.25853930856561497,0.9215885393900966,0
-0.17553390901931498,-0.9453282753808013,0
0.9705748932104094,0.010432686337931762,0
-0.044175618022974136,-0.545052328007058,1
0.413851841452939,-0.16145920771876077,1
-0.05771046516970283,-0.5564797176224144,1
0.6480917067826389,-0.8640844714211949,0
-0.7501350134227671,-0.573263162748846,0
0.45094584081177885,-0.8167328246059434,0
0.35703453328756857,-0.23278586848726385,1
0.9574766978770962,-0.4531455963507801,0
0.984691289123962,0.019279599490439267,0
-0.8461087234046404,-0.6261608568698568,0
-0.1560298684007508,-0.4081063505992473,1
0.47892891033816803,0.3269546355699321,1
0.1826203641170363,0.9688122781502779,0
0.9802020443105582,0.010463705864572128,0
-0.472107870564899,0.16743217576612054,1
-0.42649727703923584,0.06474456226211729,1
-0.15936645788478704,0.49396427555821715,1
0.09439232987920458,0.4959173080065567,1
0.40540670884318575,0.3008333705799983,1
-0.8671512671756271,-0.4313855285045484,0
-0.5384443955288181,0.8601843600060688,0
1.0375413006867418,-0.16555604766595305,0
0.4077374982750006,-0.14206692357833506,1
-0.026050387204686568,-0.45740804766621224,1
0.8944499556629089,-0.4012399582360482,0
-0.4567615566304678,-0.08654747699298193,1
0.617047922841224,-0.7391429427639111,0
-1.0056403584284237,-0.12543298221472057,0
0.8074685969149296,-0.7359210036069532,0
-0.43346483630806987,-0.8950610956509168,0
-0.05237776756683919,-0.46231740730816784,1
0.2871643993705702,0.979325895812224,0
-0.45687575359384314,-0.334169181100785,1
0.25213287560106723,-0.458815606844142,1
0.3411946768921039,-0.37683745190209,1
0.4487679871159377,0.22306431879421212,1
-0.3114604655474363,-0.42432857309432565,1
-0.5241462049649246,0.09331965533308637,1
0.4454060327060675,-0.2891835540363894,1
-0.9344229039942515,-0.0422488936872252,0
-0.8085430067940241,0.6106602544859773,0
0.7069368911239673,0.777480640948602,0
-0.3407293930501717,-0.34629191738608106,1
-0.3878462710988222,-0.3849853403399172,1
0.8702930742149934,0.5094331329979711,0
-0.5120888537141479,-0.8481940319310864,0
0.2212542253665178,-0.4617068205869867,1
-0.17756718138340016,0.5090636435257421,1
0.5028481325951155,0.029838920907302488,1
-0.05500474072507705,0.44025174210270357,1
-0.6249686493874074,-0.6997505185677164,0
-0.07045833289441442,-1.0741677797481133,0
-0.22371396234878693,-0.4947876589817989,1
-0.7973884508391,0.5113272588686798,0
0.9207398937068275,0.4038337321067874,0
0.7350427795777019,0.7763841692520472,0
-0.08914944025823934,0.9767661979850173,0
0.5436032451375438,0.008409271092573244,1
-0.3454646314712604,-0.9892547276921453,0
0.3695893098900463,-0.8685051259543992,0
0.4592986473075551,0.8440308803875248,0
0.9910211881863903,-0.2798198408182303,0
-0.624439563490755,-0.12427462016415478,1
0.031041433365405588,-1.0288615133874024,0
0.31473345558963906,0.46116333099977463,1
0.2647005890822161,-1.0176326134412121,0
0.3026453957287518,-0.47995949130823284,1
0.7137528579436438,0.8232373740095884,0
0.2537931113856791,-0.4508731658481053,1
-0.05188063334423165,0.5398471338770957,1
-0.19282954795378845,-0.9649572711557028,0
0.7141266581611578,-0.6923231712053681,0
-0.1717791925170543,-0.4843904456458138,1
0.3349071708981362,-0.3509764421752378,1
0.2152916515228084,0.47114731502174767,1
0.9567168934396081,-0.14035307695924742,0
0.405308080907356,0.17461794688245055,1
-0.8928418489617082,0.3960449000290381,0
-0.9639982274926172,0.1134571318971116,0
0.8816429004100519,-0.6770479150757659,0
0.49705781279858907,0.8756682465077951,0
-0.3998117456064271,0.11148596988061482,1
-0.5421788083990224,-0.838060310719179,0
-0.40760366702217626,0.30623512018299726,1
