Feature 1,Feature 2,Target
0.5176060141308914,0.47524418770841337,1
0.739287471529927,0.3422351474712628,1
0.4971358140326745,0.5448592204088503,1
0.4659065056909756,0.9240690219360608,0
0.5968523748708803,0.07157255344150643,1
0.8562048835906241,0.4506076677520439,1
0.8136924613525461,0.4737280019427054,1
0.6423156617735917,0.5207249987031919,1
0.6033525744864664,0.28236297760119344,0
0.345306970363937,0.449565859269374,1
0.49301214834821294,0.8373110352018668,0
0.6587603063166969,0.6113348793887577,1
0.31893874104861786,0.5075739271975905,0
0.423817771503443,0.48733043712328405,1
0.8342181317066693,0.47447820735278495,1
0.7406918503881558,0.5620597651365628,0
0.2055828547184092,0.44689868442659764,1
0.40016417263764886,0.2222298144293457,1
0.6212239333908594,0.25384297524449206,1
1.0,0.08354573805973692,1
0.42099948376101964,0.41523738317417697,1
0.7763736930324269,0.41262928155062484,1
0.7913725051488577,0.44685180675893676,0
0.7410781060803749,0.438872944404167,1
0.26102057212045937,0.22537099280307682,0
0.42081998293388556,0.6064652560739837,0
0.379189390570694,0.4235817419910772,1
0.5983379595486107,0.40607610815129214,0
0.20207306612185355,0.6716345889414372,1
0.5528541967643644,0.5391466936204156,0
0.27432339031099173,0.4009134859836852,0
0.7130628947392605,0.5430701775740987,1
0.255763400071494,0.5898352288066175,0
0.70011531036574,0.3025461464522726,0
0.6213517648012153,0.29035975033509,0
0.6027184908068183,0.5811536909654015,1
0.6579773802493831,0.6283765175668197,0
0.5878543926193178,0.2157001311906568,1
0.3439732246017775,0.3787176699759075,0
0.22891344143779296,0.18395562018762962,1
0.5144950193433425,0.6792294872223645,0
0.572483536406855,0.30776164747059337,1
0.42943002951593856,0.1366960608125682,1
0.3484714204475776,0.49979260528052905,1
0.3460748451330767,0.606383746872146,0
0.37012562127562487,0.5675344716736013,1
0.489220625239174,0.49763047929388354,0
0.42447994300606623,0.08468291917444065,0
0.2842810703551246,0.6373186973678895,0
0.8798485938360052,0.588668584205447,1
0.6644668215723133,0.3295350338956663,1
0.5082211775281906,0.20138450795624593,0
