Feature 1,Feature 2,Target
0.2737460770075568,0.15161762221651343,1
0.30468602580686277,0.44006012596654653,1
0.33389162961085384,0.45467395054358006,1
0.34255575656803194,0.552871361070861,0
0.6128231241430202,0.22297721488360855,1
0.5125082569461774,0.16027184297694552,1
0.6248274341585147,0.7666957670715543,1
0.28433736391449604,0.19019122792662535,1
0.10993498091744225,0.6916869951152301,0
0.6455107624033305,0.05697749724958345,1
0.6294842579877931,0.48564705264619545,0
0.5678166063445538,0.32721597081614984,1
0.20301878206472246,0.2179844733589522,0
0.3615065981403214,0.5137101065991504,1
0.2124788721226497,0.5610959396051026,1
0.5671925480681435,0.3574524202358601,0
0.3265819088381601,0.8268246157031459,1
0.6236859980302467,0.003802600904920239,1
0.809513413834746,0.376296192984681,1
0.3204051395654285,0.8405971287867003,1
0.6996599344512167,0.29380719712591186,1
0.19717483610797704,0.1414683812223111,1
0.624202003047452,0.28416124986723046,0
0.3836340326718123,0.2063617106139103,1
0.2543149170589445,0.8125021822573685,0
0.13057411063646618,0.9043901943580613,0
0.43375327588656465,0.7985579893600668,1
0.3091047244117323,0.04656732826884169,0
0.32885791635522044,0.3930429934205234,1
0.5768709931257483,0.4206696841703731,0
0.35679330975109735,0.6638022742694555,0
0.60999786868061,0.4654731777273936,1
0.4769604576102149,0.6867563487971339,0
0.4291856707612077,0.43997030151942174,0
0.40252662281981344,0.45727014126351817,0
0.5871510722452906,0.8062917799799313,1
0.20968981076629822,0.7754687228380527,0
0.4456081752109218,0.20714353738614122,1
0.19954391887646217,0.35058802014523727,0
0.4712150016250183,0.2593409883009633,1
0.3483668006178293,0.6701118051002667,0
0.6064228760708197,0.4552724777637064,1
0.2659818771382362,0.3330220733030155,1
0.4753424803060524,0.5874107303191408,1
0.5192976240219074,0.6709786622270174,0
0.34577398223903844,0.29273467946598297,1
0.22830403447859327,0.561326614695914,0
0.5042349181878558,0.38110804349039473,0
0.008222967125258607,0.7056514565175614,0
0.530322608377948,0.1205513979418914,1
0.255162971399125,0.2589267549334936,1
0.1889288304275758,0.7702819499772561,0
0.2600044095503016,0.9277020134683819,0
0.26247306472460075,0.5974154270617741,0
0.3479582568695745,0.40665590537298624,0
0.39034766988638503,0.07845218065534176,1
0.5373046529351198,0.8348767782082464,0
0.06983457659534031,0.629129969581529,0
0.2569779374146711,0.3498579616502412,1
0.2906778506064497,0.5773749304021586,1
0.4365764238840443,0.0,1
0.5203116911372074,0.4838791438221356,1
0.5723031029152339,0.4559024810097968,1
0.49303397657904346,0.14075992145694138,0
0.07665486270370392,0.39041392424327526,1
0.025398535155613744,0.3344001637492272,0
0.27239188215304433,0.40604505209303265,0
0.5526273500377659,0.5936338229375514,1
0.5224290421102304,0.5635899384902138,0
0.6560775377458261,0.27309024025455975,0
0.3584078194870879,0.37235522721284087,1
0.45341733098721426,0.502019900090174,0
0.4926441913346158,0.13133976574095985,0
0.09237815330370625,0.7522232155109029,0
0.3158346877814827,0.5727025221439411,1
0.20256239291104627,0.7297255433727464,0
0.5903563416883435,0.5625444684656774,0
0.47819579484779395,0.480845535857798,1
0.310258629428632,0.44753675125577363,0
0.4531251558074283,0.6406852288695414,0
0.5091271037610425,0.5874425541896292,1
0.5467235615632362,0.3835901263316973,1
0.5680793904194223,0.4045923080395438,1
0.21509129262231585,0.35920285754950776,1
0.31434964251279807,0.07312304318414453,1
1.0,0.39880177230864244,1
0.3500744413087089,0.30998253609461923,0
0.6607447586763051,0.3819955100104965,1
0.513772326943414,0.5715391618509199,1
0.5547653779257569,0.4081472272283345,1
0.3427174084955267,0.2900808343660447,0
0.517535257990672,0.45092001196960874,0
0.585887746283889,0.33903477826521133,0
0.49438717943312493,0.4248868930486097,0
0.4423038271830426,0.732104238269489,1
0.5035120248327885,0.7579205054791506,0
0.5061929701874479,0.46669255632619555,0
0.7292698439985206,0.43162203599629245,1
0.19454131451486656,0.7141716919060966,0
